date,type,title
2017-09-21T21:03:20+0000,article,"Pop, Rock and Jazz in NYC This Week"
2017-05-10T20:53:25+0000,article,"For Respected Israeli News Programs, an ‘Undignified’ End"
2017-02-14T10:00:04+0000,article,Caribbean’s Carnivals Tip Their Hats to Trinidad
2017-06-03T00:34:40+0000,article,French Open Women’s Draw Highlights an Age of Thirtysomethings
2017-01-11T20:34:55+0000,article,The Gender’s the Thing: Harriet Walter Plays Shakespeare’s Heroes as Heroines
2017-08-16T13:31:27+0000,article,House Hunting in ... Toronto
2017-06-18T21:29:59+0000,article,Un iftar chez l’Oncle Sam
2017-08-31T09:00:26+0000,article,"David Thomson’s ‘Warner Bros,’ a History of the Studio and the Family"
2017-03-19T22:20:58+0000,article,Finding the Joy at South by Southwest: 12 Notable Acts
2017-05-12T20:00:26+0000,article,A Valiant Return to the Met Opera: This Week’s 8 Best Classical Music Moments
2017-06-12T23:45:21+0000,article,"Ed Victor, a Stylish and Frenetic Book Agent, Dies at 77"
2017-12-29T11:00:15+0000,article,"New York Today: Julie Atlas Muz and Mat Fraser, New Yorkers of the Year"
2017-03-20T13:22:59+0000,article,"Duchess of Cambridge, on ‘Brexit’ Charm Offensive, Wears Chanel on Paris Trip"
2017-05-12T10:00:14+0000,article,"New Apps Provide a World of Literature, One Chapter at a Time"
2017-05-11T20:47:56+0000,article,L.A.’s Vintage Bookstores
2017-08-31T09:00:26+0000,article,"A Panorama of the Gilded Age, Seen Through Sargent’s Art"
2017-11-14T23:28:55+0000,article,"Sid Catlett, 69, Star of a Classic High School Basketball Game, Dies"
2017-08-22T18:32:31+0000,article,Saquon Barkley and Sam Darnold Lead A.P. All-America Team
2017-11-29T00:23:39+0000,article,College Football Playoff Rankings: Alabama Falls Out of Top 4
2017-11-03T19:22:22+0000,paidpost,Voyager a Quebec City
2017-09-08T17:47:58+0000,article,What Does a College Pay for Its Football Coach? It Depends on How Many It’s Paying
2017-06-11T04:10:00+0000,article,"Victoria St. Martin, Richard G. Jones"
2017-07-23T04:20:01+0000,article,"Talia Brooks, Edward Faustin"
2017-11-26T02:02:53+0000,article,College Football Roundup: Ohio State Prevails Despite Pregame Mishap
2017-09-28T19:09:02+0000,article,"Kit Reed, Author of Darkly Humorous Fiction, Dies at 85"
2017-11-04T23:40:20+0000,article,"Georgia, the Playoff Committee’s Top Dawg, Holds Off South Carolina"
2017-03-01T02:19:03+0000,article,Trump’s Speech to Congress: Video and Transcript
2017-02-14T23:19:27+0000,multimedia,75 Years of Crosswords
2017-04-28T22:11:25+0000,article,"Tinsley Mortimer Changes Hats, but Not Her Hair Color"
2017-06-12T01:34:23+0000,article,America Needs Closure on the Travel Ban
2017-06-29T15:35:35+0000,article,Remarkable. Extraordinary. Eccentric: The Man Who Drew Eloise Recalls His Muses
2017-01-09T04:01:04+0000,article,Meryl Streep’s Golden Globes Speech
2017-07-07T08:46:39+0000,article,L’effet Assad dans le monde arabe
2017-06-01T02:57:27+0000,article,"Refugees and Terrorism, or Refugees and Lost Opportunity?"
2017-01-09T21:41:33+0000,article,"For Vivienne Westwood, an Unsentimental Return to London"
2017-03-07T08:23:43+0000,article,"En France, le déclin des villes de province est celui d’un marqueur de son identité"
2017-06-08T00:08:03+0000,article,"Juan Goytisolo, Novelist Who Took Aim at Spanish Conservatism, Dies at 86"
2017-11-16T10:00:39+0000,article,"John Adams Writes a New Opera, and It’s a Western"
2017-11-16T10:00:32+0000,multimedia,"36 Hours in Osaka, Japan"
2017-05-08T11:03:14+0000,article,"Boualem Sansal: La France, état altéré"
2017-05-05T14:45:14+0000,article,On the Mountain Top With a French Presidential Candidate
2017-06-23T16:30:49+0000,article,10 Things to Do in NYC Now
2017-07-13T09:00:26+0000,article,"The Day Virginia Wade Saw the Omens, and Won a Championship"
2017-03-16T20:47:17+0000,article,What’s New in NYC Theater
2017-05-24T21:18:36+0000,article,African-American Museum Wins New Fans: Athletes
2017-09-21T13:00:33+0000,article,"A Head-Spinning, Hope-Inspiring Showcase of Art"
2017-03-31T14:00:00+0000,article,Letters to the Editor
2017-04-13T08:45:39+0000,article,La lutte pour sauver la maison de James Baldwin à Saint-Paul-de-Vence
2017-04-01T02:00:17+0000,article,Review: A Mesmerizing ‘Hairy Ape’ Brings Existentialism to Park Avenue
2017-01-30T06:02:33+0000,article,Live Briefing: Fatal Shooting at a Quebec City Mosque
2017-07-12T20:48:09+0000,article,When You Switch Up on a (Broadway) Star
2017-06-22T20:15:09+0000,article,"Pop, Rock and Jazz in NYC This Week"
2017-01-23T17:33:35+0000,article,Vivienne Westwood: Punk? Yes. Political? Maybe.
2017-05-04T04:01:28+0000,article,Frieze New York Adds More Blue-Chip 20th-Century Art
2017-12-30T19:00:26+0000,article,A Tiny Vermont Town Is a Big Cradle of Olympians
2017-09-21T17:14:39+0000,article,20 Wines for Under $20: Weeknight Pleasures for Relaxed Evenings
2017-03-20T03:01:03+0000,article,‘Feud: Bette and Joan’ Episode 3: Mommy Knows Best. Or Maybe Not.
2017-07-18T04:01:21+0000,article,The Tate Modern and the Battle for London’s Soul
2017-06-13T14:57:39+0000,article,What You Need to Know From London Fashion Week Men’s
2017-04-13T11:00:02+0000,article,Lesley Stahl: By the Book
2017-04-05T09:00:24+0000,article,A Public Restroom Fit for Brooke Astor Gets an Upgrade
2017-03-13T03:01:03+0000,article,‘Feud: Bette and Joan’ Episode 2: Give the People What They Want
2017-04-13T09:00:28+0000,article,"Carrie Coon, the Simultaneous Star of ‘The Leftovers’ and ‘Fargo’"
2017-04-26T20:52:51+0000,article,Decorators on Display at the Kips Bay Show House
2017-04-12T08:28:11+0000,article,"En France, une élection ni-ni"
2017-02-03T00:40:37+0000,article,"Harry Mathews, Idiosyncratic Writer, Dies at 86"
2017-02-21T15:45:43+0000,article,"In London, Fantasy Meets Obsession"
2017-02-14T22:35:29+0000,multimedia,The New York Times Celebrates 75 Years of Crosswords
2017-05-17T21:30:41+0000,article,India’s Lost Party Mansions
2017-04-26T09:00:31+0000,article,Le dépouillement des vieilles maisons met en danger un patrimoine national
2017-07-27T09:00:28+0000,article,The Belgian Port Town That Inspired James Ensor’s Provocative Art
2017-01-28T21:35:19+0000,article,"50 Years After Apollo Disaster, Memorial for 3 Men, and for Era"
2017-03-30T09:00:13+0000,multimedia,36 Hours in Victoria Falls (Zimbabwe Side)
2017-03-28T04:00:16+0000,article,The Past Lives of Shirley MacLaine
2017-10-02T09:00:43+0000,article,"Vancouver Island, Through an Artist’s Eyes"
2017-01-18T05:01:21+0000,article,Hiking in a Forest Born Out of Mount Fuji’s Lava
2017-05-09T21:21:36+0000,article,Los Angeles Restaurant Scene Is on the Move and Mixing It Up
2017-03-29T14:00:26+0000,article,"Patti LuPone, Christine Ebersole and Broadway’s Friendliest Feud"
2017-01-13T16:25:57+0000,article,"Antony Armstrong-Jones, Photographer and Earl of Snowdon, Dies at 86"
2017-01-06T00:07:44+0000,article,"Pop, Rock and Jazz in NYC This Week"
2017-02-11T11:00:25+0000,article,A Palm Beach Power Hostess Prepares for Trump’s Washington
2017-05-04T23:00:20+0000,article,‘A Writer Writes’: Penelope Lively’s Fiction Defies the Test of Time
2017-04-20T10:45:38+0000,article,Text to Text | Guy de Maupassant’s ‘The Necklace’ and ‘Guerrilla Fashion: The Story of Supreme’
2017-01-02T22:12:18+0000,article,"Annette Bening on Asking, and Answering, Tough Questions"
2017-12-13T05:05:39+0000,multimedia,The Heroes of Burial Road
2017-02-17T19:07:27+0000,article,Inside the New Saint Laurent
2017-04-07T09:00:39+0000,article,Last of New York’s Master Wigmakers
2017-01-04T15:08:34+0000,article,My Canada
2017-04-03T02:00:18+0000,article,Review: ‘The Play That Goes Wrong’ Upends a Whodunit
2017-09-01T13:17:59+0000,article,"As Season Opens, a Fresh Set of Eyes and the Usual Suspects"
2017-08-09T08:07:48+0000,article,"Car Slams Into Soldiers in Paris Suburb, Injuring Six"
2017-12-08T19:07:18+0000,article,"Jackson Had a Great Year, but Mayfield Will Win the Heisman"
2017-10-21T22:00:01+0000,article,Selfies
2017-03-17T17:27:12+0000,article,"UConn Women Enter Tourney With 107 Consecutive Wins, But ..."
2017-09-11T03:11:49+0000,article,"Don Ohlmeyer, ‘Monday Night Football’ Producer, Dies at 72"
2017-05-12T21:13:35+0000,article,Why Graduation and Controversial Speakers Don’t Mix
2017-05-28T04:15:00+0000,article,"Kelly Carey, Stephen Bagge"
2017-10-23T21:50:28+0000,article,Uncovering an Overlooked Source for Iconic Alabaster Statues
2017-12-07T23:35:40+0000,article,"Goff and Wentz, Top 2 Picks in 2016, Will Finally Meet on the Field"
2017-11-29T22:26:51+0000,article,"At Michigan State, Young Point Guard Is in the Driver’s Seat"
2017-11-28T13:29:22+0000,multimedia,"Weekly News Quiz: Mosque Attack, Net Neutrality, Mladic Conviction"
2017-09-21T18:00:07+0000,article,Queen! Bow Down to Tattoo-Flashing Octogenarian Dame Dench
2017-04-19T15:01:13+0000,article,"In Devastated Northern France, the French Flag Flies Again"
2017-09-26T18:59:04+0000,article,"Joseph M. McDade, 18-Term Pennsylvania Congressman, Dies at 85"
2017-10-19T09:00:23+0000,article,"Ready, Set, Gone! The N.F.L.’s Disappearing Huddle"
2017-09-20T20:45:50+0000,article,"For Hispanic Heritage Month, 3 Books on Latinos in the U.S."
2017-02-22T10:00:19+0000,article,This A.C.C. Might Be the Best Basketball League Ever
2017-03-12T05:05:01+0000,article,"Caitlin Miller, Jared Dolan"
2017-04-30T04:10:18+0000,article,"Robert Zakem, Richard DeFeo Jr."
2017-12-06T22:19:27+0000,article,"Maurice Carroll, Political Reporter and Pollster, Dies at 86"
2017-03-12T23:52:33+0000,article,"Gonzaga Earns Second No. 1 Seed, and Hopes for Better Luck This Time"
2017-12-01T16:45:12+0000,article,A Love Affair With Bookstores
2017-01-31T04:43:22+0000,article,U.S. Wrestlers Plan to Compete in Iran Amid Travel Ban
2017-11-10T00:50:53+0000,article,Trump’s Crazy Choices for the Courts
2017-10-11T20:34:35+0000,article,"Amid Scandal, N.C.A.A. Forms Commission to Reform Men’s Basketball"
2017-06-19T15:00:27+0000,article,Armed Man Is Killed After Driving Into Police Convoy on Champs-Élysées
2017-11-06T10:00:30+0000,article,Where to Draw Line on Free Speech? Wedding Cake Case Vexes Lawyers
2017-03-17T04:24:12+0000,article,Northwestern Makes Its N.C.A.A. Debut a Winning One
2017-11-03T17:04:53+0000,article,Nick Buoniconti Will Donate Brain to Concussion Research
2017-08-05T10:00:04+0000,article,Firming Up Tentative Plans
2017-09-13T19:35:37+0000,article,"Faith, Law and Dianne Feinstein"
2017-07-26T13:51:16+0000,article,"In the N.F.L., It’s Quarterback Controversy Season"
2017-03-29T16:48:54+0000,article,"Ronaldo Bust Looks Nothing Like Ronaldo, and the Internet Notices"
2017-03-18T01:12:25+0000,article,"For Some Basketball Coaches, Ties That Bind Are Better Off Left in the Closet"
2017-11-09T16:09:37+0000,article,TIAA Receives New York Subpoena on Sales Practices
2017-05-25T13:35:40+0000,article,Surprise for a Mother Who Helped Her Paralyzed Son in Every Class
2017-09-11T07:21:01+0000,article,The Dogma of Dianne Feinstein
2017-07-10T16:08:21+0000,article,"In the Rugby World, a Draw Is ‘Captivating.’ Americans Would Have Hated It."
2017-08-24T03:18:05+0000,article,Red Sox Beat Corey Kluber and the Indians
2017-12-09T14:44:46+0000,article,"It’s Sluggers Inc., as Giancarlo Stanton Joins Aaron Judge on the Yankees"
2017-01-23T20:22:54+0000,article,‘Pinocchio’ Heading to London Stage
2017-03-16T12:00:05+0000,article,What Happened on Day 1 of the N.C.A.A. Tournament
2017-08-19T01:23:28+0000,article,Discovering the Limitations of Statues
2017-11-03T19:00:15+0000,article,"College Football’s Biggest, Boldest Advertisements Now Have 18 Wheels"
2017-02-13T19:58:06+0000,article,The Artist Making — and Dating — Clay Men
2017-02-19T18:34:17+0000,article,"Michael Novak, Catholic Scholar Who Championed Capitalism, Dies at 83"
2017-03-24T09:00:26+0000,article,"Adulting, but With Your College Crowd"
2017-10-20T15:30:09+0000,article,Full Transcript: Paul Ryan’s Remarks at the Al Smith Dinner
2017-09-30T12:52:17+0000,article,"A Fight for Catalonia, Whatever That Means"
2017-11-10T20:54:44+0000,article,"Pot Advertising, Leonard Cohen and Chimps: The Canada Letter"
2017-11-10T00:43:24+0000,article,Brooklyn Diocese Names 8 Priests Who Sexually Abused Children
2017-01-22T05:00:01+0000,article,"Cynthia Watson, Bernard Cole"
2017-05-10T21:26:17+0000,article,5 Ways the Trump Administration Has Injected Politics Into Legal Matters
2017-09-15T14:23:15+0000,article,William Howard Taft Is Still Stuck in the Tub
2017-07-20T09:00:29+0000,article,"A Southern View With Light, by Columbus Circle"
2017-09-28T21:59:37+0000,article,"Puerto Rico, Luther Strange, Hugh Hefner: Your Thursday Evening Briefing"
2017-06-12T14:34:27+0000,article,Players to Watch in the Baseball Draft
2017-03-17T18:10:27+0000,article,"N.C.A.A. Tournament: Where Troy, Dayton and Wichita State Are Located"
2017-07-06T00:53:39+0000,article,"In British Baby’s Case, Catholic Views Aren’t So Clear-Cut"
2018-11-16T16:07:15+0000,article,Notre Dame Is Good and Lucky and … Notre Dame
2018-11-11T15:21:36+0000,article,"Cheer, Cheer for Old Notre Dame All the Way in Staten Island"
2018-12-30T00:42:56+0000,article,Clemson Crushes Notre Dame to Reach Its 3rd National Title Game in 4 Seasons
2018-11-18T01:29:40+0000,article,"With Poise and Pinstripes, Notre Dame Rolls Past Syracuse in the Bronx"
2018-12-28T12:00:04+0000,article,"At Notre Dame, Football Tradition Makes Room for Financial Reality"
2018-08-31T09:00:12+0000,article,Michigan and Notre Dame Bolster a Sport Built on Rivalries
2018-12-02T17:36:27+0000,article,College Football Playoff: Alabama vs. Oklahoma; Clemson vs. Notre Dame
2018-04-02T00:16:24+0000,article,Notre Dame’s Arike Ogunbowale Beats Buzzer — Again — to Give Irish the Title
2018-11-25T05:42:35+0000,article,"College Football: Alabama Stays Unbeaten, Clemson and Notre Dame Also Win"
2018-03-31T04:00:02+0000,article,"Notre Dame, a UConn Nemesis, Topples the Huskies in a Final Four Thriller"
2018-08-24T19:58:50+0000,article,Paris Bees at Work From Notre-Dame to the Luxembourg Gardens
2018-04-06T21:46:55+0000,article,"As the Clock Ticks Down, the Notre Dame Men’s Hockey Team Calms Down"
2018-04-02T09:31:54+0000,article,"China, Steven Bochco, Notre Dame: Your Monday Briefing"
2018-09-25T06:00:04+0000,article,"A Showdown in South Bend, and Clear Sailing for Clemson"
2018-09-03T18:07:51+0000,article,"No Urban Meyer, No Problem"
2018-10-16T23:03:12+0000,article,"The Brewers, Bucking Convention Again, Seek Coaches With College Experience"
2018-11-19T10:00:09+0000,article,"The College Football Playoff Has More Contenders, and Quandaries, Than Ever"
2018-12-02T05:01:09+0000,article,"Is UConn’s Dominance of Women’s Basketball Over? Cue Eye Rolls, for Now"
2018-10-31T00:35:32+0000,article,First College Football Playoff Rankings: No Surprises but a Few Conundrums
2018-08-12T04:05:00+0000,article,"Katherine Gray, Andrew Barnett"
2018-10-14T13:26:50+0000,article,Archbishop Óscar Romero and Pope Paul VI Are Made Saints
2018-11-05T18:26:54+0000,article,Alabama Becomes the Golden State Warriors
2018-07-27T09:00:06+0000,article,Tired of Paying a Big Tax to Leave Britain? Here’s How to Skip It
2018-08-22T09:00:12+0000,article,Cohen and Manafort Are in Deeper Legal Trouble. Mueller Could Benefit.
2018-10-08T23:54:34+0000,article,Yankees vs. Red Sox Is the Stuff of Movies. Just Ask Spike Lee.
2018-03-08T00:23:02+0000,article,"When College Basketball Teams Invade New York, an Empty Gym Is Hard to Find"
2018-08-17T10:00:01+0000,article,"For Catholics, Gradual Reform Is No Longer an Option"
2018-09-06T20:47:14+0000,article,Kaepernick’s Knee and Olympic Fists Are Linked by History
2018-04-24T09:00:15+0000,article,N.F.L. Mock Drafts: Who Will Go in the First Round?
2018-10-20T15:52:28+0000,article,Mexico’s President-Elect Rethinks His Campaign Promises
2018-07-07T18:30:01+0000,article,The Supreme Court Show
2018-07-04T01:26:29+0000,article,Two Judges Exemplify the Choice Trump Faces in a Supreme Court Pick
2018-02-16T10:00:00+0000,article,Letters to the Editor
2018-07-03T19:00:04+0000,article,The Supreme Temptation of Amy Coney Barrett
2018-03-30T05:00:05+0000,article,What’s on TV Friday: ‘A Series of Unfortunate Events’ and the N.C.A.A. Women’s Final Four
2018-12-26T17:44:58+0000,article,"A Pioneering Photographer, Bare in the Back Country"
2018-04-05T09:00:07+0000,article,Refreshing Your Career to Gain New Opportunities
2018-12-03T10:35:18+0000,article,"OPEC, China, France: Your Monday Briefing"
2018-10-19T09:00:17+0000,article,"U.C.F. Is the Best College Football Team in Florida. So, Where’s the Respect?"
2018-09-23T01:26:32+0000,article,Hong Kong Is Bound Tighter to China (by Bridge and Bullet Train)
2018-09-13T09:00:08+0000,article,"U.S. Recovery Eludes Many Living Below Poverty Level, Census Suggests"
2018-04-04T20:24:33+0000,article,"Jews, Latinos and the Making of Modern New York"
2018-08-16T22:26:33+0000,article,Meet the Special Counsel Team: So Careful They Won’t Even Disclose Their Shake Shack Orders
2018-09-07T09:00:18+0000,article,College Football’s Craziest Weekend Arrives
2018-07-16T18:52:46+0000,article,France’s World Cup Win Is a ‘National Relief’ After Attacks and Racial Tension
2018-07-17T15:23:55+0000,article,I.R.S. Will No Longer Force Kochs and Other Groups to Disclose Donors
2018-04-20T09:00:19+0000,article,"Now Batting in Class AA: Biggio, Bichette and Guerrero"
2018-08-31T17:23:57+0000,article,Taking the College Tour by Private Jet
2018-10-29T06:30:04+0000,article,"Amid Concern Over Concussions, High Schools Struggle to Fill Football Rosters"
2018-04-11T13:56:36+0000,article,Police in France Begin Clearing Airport Protest Camp
2018-12-19T10:00:15+0000,article,"A Year of Amazing Sports Feats, Both Dazzling and Historic"
2018-02-22T19:54:07+0000,article,Former Top Nassau County Official Charged With Lying and Obstruction
2018-03-21T14:30:00+0000,article,Stuffed Ham!
2018-04-06T08:30:01+0000,multimedia,News Quiz: Test Your Knowledge of the Week’s Headlines
2018-12-09T05:30:00+0000,article,This Week’s Wedding Announcements
2018-08-24T23:03:28+0000,article,"That Coach Looks Familiar. And He Is. Welcome Back, Jim Calhoun."
2018-07-30T06:59:08+0000,article,"Where Churches Have Become Temples of Cheese, Fitness and Eroticism"
2018-04-02T18:34:44+0000,article,"Mormon Church Selects 2 Senior Leaders, and Neither Is a White American"
2018-11-25T05:30:00+0000,article,This Week’s Wedding Announcements
2018-05-30T21:45:07+0000,article,"The Pyramids of Giza Are Near a Pizza Hut, and Other Sites That May Disappoint You"
2018-05-04T20:00:09+0000,article,"Lacrosse Casts Its Net Farther From the Coast, and Pulls In New Recruits"
2018-02-20T18:37:39+0000,article,"Now It Can Be Told: Barbara Stevens Has 1,000 Victories to Her Name"
2018-01-15T01:24:33+0000,article,"In Trump’s Remarks, Black Churches See a Nation Backsliding"
2018-06-27T20:24:30+0000,article,The Front-Runners and Full List of Potential Supreme Court Nominees
2018-07-17T04:07:30+0000,article,"Russia, World Cup, Espionage: Your Tuesday Briefing"
2018-07-07T00:15:11+0000,article,"In Making His Second Supreme Court Pick, Trump Has a Model: His First"
2018-05-11T04:01:39+0000,article,"‘America Is Respected Again,’ Trump Says in Elkhart, Ind., a City Obama Once Championed"
2018-09-27T09:00:04+0000,article,36 Hours in Montreal
2018-02-13T10:45:03+0000,article,"Yes, There Were Antiwar Officers"
2018-06-13T15:40:24+0000,article,Jon Bon Jovi and His Son Get Into the Rosé Business
2018-03-29T15:56:07+0000,article,"At UConn, No Losses and No Apologies"
2018-04-20T22:59:53+0000,article,"In the N.B.A., a Game of Clothes Horse"
2018-09-06T09:00:11+0000,article,36 Hours in Paris: On the Seine
2018-07-08T16:50:56+0000,article,"Trump ‘Very Close’ to Supreme Court Decision, but May Wait Till Final Hours"
2018-02-18T16:00:04+0000,article,Tell Us 5 Things About Your Book: Inside the Fevered Minds of Sports Fans
2018-02-08T17:42:16+0000,article,Ellsworth Kelly’s Temple for Light
2018-01-13T19:30:02+0000,article,Is There Life After Liberalism?
2018-03-30T22:08:27+0000,article,"Sacramento, Gaza Strip, Orlando: Your Evening Briefing"
2018-01-12T01:31:44+0000,article,How Democracies Perish
2018-07-10T01:55:46+0000,article,Trump Announces Brett Kavanaugh as Supreme Court Nominee: Full Video and Transcript
2018-03-24T15:21:06+0000,article,UConn Women Beat Duke With the Help of a Former Blue Devil
2018-04-27T13:17:07+0000,article,2018 N.F.L. Draft Grades: Round 1 Winners and Losers
2018-03-30T15:31:36+0000,article,Why Catholic Colleges Excel at Basketball
2018-03-30T04:04:06+0000,article,"Russia, Migrants, Malala: Your Friday Briefing"
2018-04-18T09:00:07+0000,article,"For Albuquerque’s Headbanger Mayor, Power Comes in Power Chords"
2018-05-30T13:09:56+0000,article,Unvarnished Tales of Getting Into College in the U.S.
2018-03-27T09:35:50+0000,article,"Russia, Census, Women’s Final Four: Your Tuesday Briefing"
2018-02-06T22:50:24+0000,article,"On National Signing Day, Football Recruits Discover a New Tactic: Patience"
2018-05-30T10:00:01+0000,article,15 French Words That Will Raise Your Crossword Game
2018-03-27T00:29:21+0000,article,"John Cacioppo, Who Studied Effects of Loneliness, Is Dead at 66"
2018-06-17T04:00:01+0000,article,This Week’s Wedding Announcements
2018-01-04T01:42:31+0000,article,Central Florida Claims a National Title. Want to Fight About It?
2018-01-03T20:39:12+0000,article,Paul Manafort Sues Mueller and Asks a Judge to Narrow the Russia Investigation
2018-08-12T14:27:24+0000,article,This Week’s Wedding Announcements
2018-06-05T20:12:20+0000,article,Bulletin Board
2018-03-09T15:48:05+0000,article,Times Scholarship Winners Excelled Through Adversity
2018-03-29T19:14:50+0000,article,"Russia, Malala, North Korea: Your Friday Briefing"
2018-06-29T09:00:12+0000,article,Making a New City Your Home
2018-01-04T22:16:49+0000,article,"Carmen Cozza, Hall of Fame Football Coach at Yale, Dies at 87"
2018-06-18T16:27:36+0000,article,Pete Buttigieg Might Be President Someday. He’s Already Got the First Man.
2018-03-13T09:30:10+0000,article,"Rex Tillerson, Britain, Qualcomm: Your Tuesday Briefing"
2018-03-06T10:01:58+0000,article,Is Leonard Cohen the New Secular Saint of Montreal?
2018-07-16T10:00:04+0000,article,Raising My Child in a Doomed World
2018-06-13T07:00:04+0000,article,"At the U.S. Open, Expect Another Twist From Tony Finau "
2018-03-05T17:21:33+0000,article,"In Montreal, a Berlin Wall of the Mind?"
2018-09-14T18:48:50+0000,article,"The Jay Horwitz Show, Co-Starring Generations of Mets"
2018-02-09T16:31:35+0000,article,The Political Scientist Giving the Art World Something to Think About
2018-01-17T19:16:51+0000,article,"If Liberalism Is Dead, What Comes Next?"
2018-01-31T10:00:19+0000,article,Hut! Hut! Hut! What?
2018-03-16T15:08:28+0000,article,The Bobby Kennedy Pathway
2018-04-03T09:12:46+0000,article,Donte DiVincenzo Is Villanova’s Newest Star. Next Year It’ll Be Someone Else.
2018-08-18T17:48:23+0000,article,"White House Counsel, Don McGahn, Has Cooperated Extensively in Mueller Inquiry"
2018-01-02T10:00:25+0000,article,An Unrelenting Georgia Wears Down Oklahoma in a Clash of Styles
2018-09-04T09:45:28+0000,article,Obama vs. Trump? Trump vs. Trump? 
2018-04-30T23:49:19+0000,article,"Meet the Schlapps, Washington’s Trump-Era ‘It Couple’"
2018-02-08T19:00:24+0000,article,Sisters’ Quiet Life of Prayer Disrupted by an Affordable Housing Fight
2018-03-19T06:59:05+0000,article,"Kelsey Mitchell, a Coach’s Daughter, Is Chasing Records and Wins"
2018-08-12T18:11:32+0000,article,"At Salzburg Festival, Two Bold Directors Claim Their Stages"
2018-11-02T09:10:04+0000,article,The Imagined Story Behind Leonard Cohen’s ‘Suzanne’
2018-10-22T00:28:21+0000,multimedia,Why They Stay. Why They Can’t: New York Catholics Wrestle With Their Faith Over Abuse Allegations
2018-11-30T17:43:15+0000,article,College Football Conference Championships: Who Will Make the Playoff?
2018-10-01T20:59:56+0000,article,The College Football Playoff Picture Just Got Scary for the Big Ten — Again
2018-06-17T04:05:00+0000,article,"Kelly McKenna, John McRaven"
2018-02-08T17:35:54+0000,article,Casting Controversy Derailed a High School Play. Then Came the Threats.
2018-11-25T05:05:00+0000,article,"Molly Sammon, Jeffrey Berryman"
2018-11-18T05:05:00+0000,article,"Allison Fleece, Swaroop Jayaprakash"
2018-09-10T09:45:01+0000,multimedia,How Much Do You Know About France?
2018-10-11T12:57:12+0000,article,Elaborate Ancient Shrine is Excavated From the Ashes of Pompeii
2018-06-09T11:10:53+0000,article,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’
2018-11-25T23:44:54+0000,article,These 3 Teams Will Help Shape the College Football Playoff
2018-04-26T21:18:50+0000,article,2018 N.F.L. Draft Analysis: How All 32 Picks Fit (or Don’t Fit)
2018-01-10T23:44:36+0000,article,"Wielding Data, Women Force a Reckoning Over Bias in the Economics Field"
2018-12-14T19:51:27+0000,article,Best Recordings of 2018: The Week in Classical Music
2018-12-18T20:46:26+0000,article,A Masterpiece That Requires Your Full Attention — and a Lot of Time
2018-03-30T09:00:17+0000,article,Top Private Schools Bring In the Power Elite (and the Power Forwards)
2018-08-28T20:55:20+0000,audio,NYT: Times Talks Presents Dame Helen Mirren and Taylor Hackford  
2018-04-13T08:40:08+0000,article,Ancient Tales for Modern Times
2018-06-02T00:29:54+0000,article,"Ella Brennan, Grande Dame Restaurateur of New Orleans, Dies at 92"
2018-01-04T10:00:25+0000,multimedia,‘Forget About the Stigma’: Male Nurses Explain Why Nursing Is a Job of the Future for Men
2018-10-05T16:21:38+0000,multimedia,"Midterm Election Poll: Pennsylvania’s 16th District, Kelly vs. DiNicola"
2018-03-04T10:00:45+0000,article,"As Primaries Begin, Divided Voters Weigh What It Means to Be a Democrat"
2018-10-15T17:20:33+0000,article,"‘Shocking and Abhorrent’ Abuse Rampant in U.K. Parliament, Report Says"
2018-04-01T20:05:40+0000,article,"Elizabeth Ebert, ‘Grand Dame of Cowboy Poetry,’ Dies at 93"
2018-08-13T09:00:14+0000,article,"10 Travel Writers, 10 Favorite Hotels"
2018-08-23T11:00:09+0000,article,"Review: In ‘The Bookshop,’ Seeking Calm, Finding Conflict"
2018-10-16T09:00:04+0000,article,New & Noteworthy
2018-04-04T11:42:23+0000,article,"As Trade Tensions Rise, Here Are Some Lessons From Brexit: DealBook Briefing"
2018-12-20T10:26:56+0000,article,Best (and Worst) Theater in Europe in 2018 
2018-12-30T22:39:40+0000,article,"June Whitfield, a Star of ‘Absolutely Fabulous,’ Dies at 93"
2018-12-13T21:30:27+0000,article,"‘The House That Jack Built’ Review: Sick, Violent and a Total Bore"
2018-11-18T05:30:00+0000,article,This Week’s Wedding Announcements
2018-12-03T16:21:22+0000,article,How to Connect Young People to Europe? Let Them See It All by Train
2018-08-16T05:00:05+0000,article,What’s on TV Thursday: ‘Snowfall’ and ‘The Great Food Truck Race’
2018-12-28T18:34:14+0000,article,"David Austin, Who Breathed Life Into the Rose, Is Dead at 92"
2018-02-01T10:45:14+0000,article,Trump Has Got Democrats Right Where He Wants Them
2018-04-30T09:00:10+0000,multimedia,Celebrate! 9 European Festivals Worth Traveling For
2018-12-20T15:54:48+0000,article,‘Welcome to Marwen’ Review: Playing With Toys and Putting Away Childish Things
2018-04-17T09:00:04+0000,article,How Liberty University Built a Billion-Dollar Empire Online
2018-01-25T10:45:24+0000,article,Is President Trump a Stealth Postmodernist or Just a Liar?
2018-07-03T22:08:27+0000,article,Silicon Valley’s Giants Take Their Talent Hunt to Cambridge
2018-06-28T09:00:12+0000,article,Following London’s Blue Plaques Through Musical History
2018-07-20T15:52:55+0000,article,"Trying to Revive Gage & Tollner, a Landmark Brooklyn Restaurant"
